,filename,label
146,9_hiphop.00079.pt,hiphop
147,8_hiphop.00039.pt,hiphop
148,8_hiphop.00078.pt,hiphop
149,5_hiphop.00010.pt,hiphop
150,8_hiphop.00099.pt,hiphop
151,6_hiphop.00063.pt,hiphop
152,6_hiphop.00015.pt,hiphop
153,7_hiphop.00024.pt,hiphop
154,8_hiphop.00066.pt,hiphop
155,9_hiphop.00070.pt,hiphop
156,6_hiphop.00058.pt,hiphop
157,5_hiphop.00019.pt,hiphop
158,1_hiphop.00006.pt,hiphop
159,9_hiphop.00019.pt,hiphop
160,8_hiphop.00055.pt,hiphop
161,1_hiphop.00009.pt,hiphop
162,5_hiphop.00098.pt,hiphop
163,3_hiphop.00015.pt,hiphop
164,6_hiphop.00053.pt,hiphop
165,5_hiphop.00017.pt,hiphop
166,8_hiphop.00090.pt,hiphop
167,4_hiphop.00080.pt,hiphop
168,7_hiphop.00029.pt,hiphop
169,5_hiphop.00051.pt,hiphop
170,0_hiphop.00025.pt,hiphop
171,9_hiphop.00005.pt,hiphop
172,5_hiphop.00009.pt,hiphop
173,5_hiphop.00074.pt,hiphop
174,0_hiphop.00035.pt,hiphop
175,0_hiphop.00070.pt,hiphop
176,7_hiphop.00043.pt,hiphop
177,0_hiphop.00099.pt,hiphop
178,8_hiphop.00049.pt,hiphop
179,7_hiphop.00041.pt,hiphop
180,5_hiphop.00025.pt,hiphop
181,5_hiphop.00061.pt,hiphop
182,5_hiphop.00021.pt,hiphop
183,4_hiphop.00019.pt,hiphop
184,9_hiphop.00099.pt,hiphop
185,2_hiphop.00092.pt,hiphop
186,6_hiphop.00045.pt,hiphop
187,7_hiphop.00005.pt,hiphop
188,8_hiphop.00056.pt,hiphop
189,6_hiphop.00002.pt,hiphop
190,1_hiphop.00078.pt,hiphop
191,5_hiphop.00063.pt,hiphop
192,6_hiphop.00088.pt,hiphop
193,3_hiphop.00068.pt,hiphop
194,2_hiphop.00094.pt,hiphop
195,6_hiphop.00020.pt,hiphop
196,7_hiphop.00004.pt,hiphop
197,3_hiphop.00033.pt,hiphop
198,9_hiphop.00035.pt,hiphop
199,3_hiphop.00069.pt,hiphop
200,8_hiphop.00020.pt,hiphop
201,2_hiphop.00071.pt,hiphop
202,5_hiphop.00072.pt,hiphop
203,5_hiphop.00035.pt,hiphop
204,8_hiphop.00095.pt,hiphop
205,7_hiphop.00051.pt,hiphop
206,1_hiphop.00040.pt,hiphop
207,4_hiphop.00058.pt,hiphop
208,6_hiphop.00012.pt,hiphop
209,1_hiphop.00013.pt,hiphop
210,6_hiphop.00074.pt,hiphop
211,6_hiphop.00023.pt,hiphop
212,1_hiphop.00049.pt,hiphop
213,7_hiphop.00039.pt,hiphop
214,5_hiphop.00050.pt,hiphop
215,6_hiphop.00086.pt,hiphop
216,9_hiphop.00091.pt,hiphop
217,7_hiphop.00057.pt,hiphop
218,7_hiphop.00032.pt,hiphop
219,0_hiphop.00095.pt,hiphop
220,2_hiphop.00067.pt,hiphop
221,2_hiphop.00053.pt,hiphop
222,8_hiphop.00046.pt,hiphop
223,6_hiphop.00000.pt,hiphop
224,1_hiphop.00035.pt,hiphop
225,8_hiphop.00084.pt,hiphop
226,5_hiphop.00060.pt,hiphop
227,0_hiphop.00092.pt,hiphop
228,3_hiphop.00038.pt,hiphop
229,3_hiphop.00060.pt,hiphop
230,2_hiphop.00084.pt,hiphop
231,4_hiphop.00017.pt,hiphop
232,7_hiphop.00058.pt,hiphop
233,9_hiphop.00015.pt,hiphop
234,7_hiphop.00023.pt,hiphop
235,4_hiphop.00045.pt,hiphop
236,7_hiphop.00021.pt,hiphop
237,2_hiphop.00047.pt,hiphop
238,2_hiphop.00009.pt,hiphop
239,4_hiphop.00077.pt,hiphop
240,4_hiphop.00041.pt,hiphop
241,6_hiphop.00005.pt,hiphop
242,9_hiphop.00030.pt,hiphop
243,7_hiphop.00067.pt,hiphop
244,0_hiphop.00048.pt,hiphop
245,2_hiphop.00030.pt,hiphop
246,3_hiphop.00066.pt,hiphop
247,2_hiphop.00070.pt,hiphop
248,6_hiphop.00081.pt,hiphop
249,5_hiphop.00086.pt,hiphop
250,1_hiphop.00056.pt,hiphop
251,1_hiphop.00059.pt,hiphop
252,5_hiphop.00099.pt,hiphop
253,5_hiphop.00055.pt,hiphop
254,4_hiphop.00072.pt,hiphop
255,0_hiphop.00063.pt,hiphop
256,4_hiphop.00075.pt,hiphop
257,0_hiphop.00067.pt,hiphop
258,9_hiphop.00085.pt,hiphop
259,5_hiphop.00091.pt,hiphop
260,7_hiphop.00035.pt,hiphop
261,7_hiphop.00080.pt,hiphop
262,2_hiphop.00032.pt,hiphop
263,0_hiphop.00050.pt,hiphop
264,9_hiphop.00046.pt,hiphop
265,3_hiphop.00020.pt,hiphop
266,0_hiphop.00097.pt,hiphop
267,2_hiphop.00023.pt,hiphop
268,9_hiphop.00065.pt,hiphop
269,5_hiphop.00044.pt,hiphop
270,6_hiphop.00047.pt,hiphop
271,7_hiphop.00098.pt,hiphop
272,3_hiphop.00043.pt,hiphop
273,1_hiphop.00091.pt,hiphop
274,3_hiphop.00024.pt,hiphop
275,8_hiphop.00008.pt,hiphop
276,3_hiphop.00099.pt,hiphop
277,8_hiphop.00007.pt,hiphop
278,2_hiphop.00007.pt,hiphop
279,0_hiphop.00019.pt,hiphop
280,7_hiphop.00006.pt,hiphop
281,8_hiphop.00067.pt,hiphop
282,4_hiphop.00060.pt,hiphop
283,9_hiphop.00061.pt,hiphop
284,0_hiphop.00001.pt,hiphop
285,0_hiphop.00084.pt,hiphop
286,4_hiphop.00091.pt,hiphop
287,1_hiphop.00086.pt,hiphop
288,4_hiphop.00018.pt,hiphop
289,9_hiphop.00025.pt,hiphop
290,6_hiphop.00027.pt,hiphop
291,6_hiphop.00052.pt,hiphop
292,6_hiphop.00094.pt,hiphop
293,4_hiphop.00035.pt,hiphop
294,4_hiphop.00012.pt,hiphop
295,8_hiphop.00098.pt,hiphop
296,5_hiphop.00089.pt,hiphop
297,7_hiphop.00089.pt,hiphop
298,0_hiphop.00012.pt,hiphop
299,7_hiphop.00052.pt,hiphop
300,0_hiphop.00040.pt,hiphop
301,1_hiphop.00018.pt,hiphop
302,7_hiphop.00087.pt,hiphop
303,6_hiphop.00039.pt,hiphop
304,6_hiphop.00083.pt,hiphop
305,0_hiphop.00055.pt,hiphop
306,0_hiphop.00066.pt,hiphop
307,2_hiphop.00095.pt,hiphop
308,0_hiphop.00024.pt,hiphop
309,0_hiphop.00022.pt,hiphop
310,8_hiphop.00063.pt,hiphop
311,0_hiphop.00000.pt,hiphop
312,5_hiphop.00066.pt,hiphop
313,2_hiphop.00040.pt,hiphop
314,1_hiphop.00099.pt,hiphop
315,5_hiphop.00002.pt,hiphop
316,9_hiphop.00090.pt,hiphop
317,6_hiphop.00033.pt,hiphop
318,1_hiphop.00046.pt,hiphop
319,9_hiphop.00051.pt,hiphop
320,8_hiphop.00040.pt,hiphop
321,8_hiphop.00053.pt,hiphop
322,9_hiphop.00088.pt,hiphop
323,7_hiphop.00017.pt,hiphop
324,6_hiphop.00001.pt,hiphop
325,8_hiphop.00059.pt,hiphop
326,4_hiphop.00090.pt,hiphop
327,4_hiphop.00020.pt,hiphop
328,1_hiphop.00058.pt,hiphop
329,8_hiphop.00038.pt,hiphop
330,8_hiphop.00028.pt,hiphop
331,2_hiphop.00019.pt,hiphop
332,8_hiphop.00017.pt,hiphop
333,5_hiphop.00007.pt,hiphop
334,7_hiphop.00026.pt,hiphop
335,0_hiphop.00017.pt,hiphop
336,2_hiphop.00057.pt,hiphop
337,1_hiphop.00095.pt,hiphop
338,5_hiphop.00038.pt,hiphop
339,3_hiphop.00027.pt,hiphop
340,8_hiphop.00027.pt,hiphop
341,9_hiphop.00059.pt,hiphop
342,1_hiphop.00007.pt,hiphop
343,0_hiphop.00007.pt,hiphop
344,8_hiphop.00065.pt,hiphop
345,4_hiphop.00009.pt,hiphop
346,8_hiphop.00022.pt,hiphop
347,3_hiphop.00049.pt,hiphop
348,5_hiphop.00013.pt,hiphop
349,1_hiphop.00072.pt,hiphop
350,0_hiphop.00043.pt,hiphop
351,7_hiphop.00095.pt,hiphop
352,1_hiphop.00054.pt,hiphop
353,5_hiphop.00056.pt,hiphop
354,8_hiphop.00000.pt,hiphop
355,0_hiphop.00085.pt,hiphop
356,7_hiphop.00070.pt,hiphop
357,4_hiphop.00059.pt,hiphop
358,9_hiphop.00072.pt,hiphop
359,7_hiphop.00045.pt,hiphop
360,3_hiphop.00093.pt,hiphop
361,3_hiphop.00019.pt,hiphop
362,6_hiphop.00097.pt,hiphop
363,2_hiphop.00033.pt,hiphop
364,7_hiphop.00060.pt,hiphop
365,5_hiphop.00073.pt,hiphop
366,3_hiphop.00078.pt,hiphop
367,2_hiphop.00080.pt,hiphop
368,1_hiphop.00008.pt,hiphop
369,2_hiphop.00055.pt,hiphop
370,4_hiphop.00038.pt,hiphop
371,4_hiphop.00051.pt,hiphop
372,7_hiphop.00073.pt,hiphop
373,7_hiphop.00072.pt,hiphop
374,9_hiphop.00026.pt,hiphop
375,2_hiphop.00087.pt,hiphop
376,0_hiphop.00023.pt,hiphop
377,6_hiphop.00038.pt,hiphop
378,2_hiphop.00049.pt,hiphop
379,7_hiphop.00074.pt,hiphop
380,1_hiphop.00084.pt,hiphop
381,3_hiphop.00013.pt,hiphop
382,5_hiphop.00004.pt,hiphop
383,1_hiphop.00048.pt,hiphop
384,0_hiphop.00014.pt,hiphop
385,9_hiphop.00089.pt,hiphop
386,3_hiphop.00088.pt,hiphop
387,7_hiphop.00085.pt,hiphop
388,2_hiphop.00059.pt,hiphop
389,9_hiphop.00041.pt,hiphop
390,2_hiphop.00027.pt,hiphop
391,0_hiphop.00004.pt,hiphop
392,3_hiphop.00012.pt,hiphop
393,3_hiphop.00051.pt,hiphop
394,3_hiphop.00026.pt,hiphop
395,7_hiphop.00014.pt,hiphop
396,4_hiphop.00088.pt,hiphop
397,7_hiphop.00025.pt,hiphop
398,2_hiphop.00086.pt,hiphop
399,4_hiphop.00089.pt,hiphop
400,4_hiphop.00044.pt,hiphop
401,5_hiphop.00029.pt,hiphop
402,0_hiphop.00071.pt,hiphop
403,7_hiphop.00044.pt,hiphop
404,6_hiphop.00071.pt,hiphop
405,8_hiphop.00058.pt,hiphop
406,3_hiphop.00098.pt,hiphop
407,4_hiphop.00036.pt,hiphop
408,1_hiphop.00055.pt,hiphop
409,2_hiphop.00021.pt,hiphop
410,2_hiphop.00083.pt,hiphop
411,7_hiphop.00061.pt,hiphop
412,1_hiphop.00020.pt,hiphop
413,9_hiphop.00098.pt,hiphop
414,8_hiphop.00002.pt,hiphop
415,6_hiphop.00085.pt,hiphop
416,1_hiphop.00065.pt,hiphop
417,3_hiphop.00056.pt,hiphop
418,2_hiphop.00050.pt,hiphop
419,8_hiphop.00006.pt,hiphop
420,1_hiphop.00017.pt,hiphop
421,1_hiphop.00081.pt,hiphop
422,2_hiphop.00072.pt,hiphop
423,1_hiphop.00061.pt,hiphop
424,4_hiphop.00028.pt,hiphop
425,2_hiphop.00044.pt,hiphop
426,5_hiphop.00048.pt,hiphop
427,6_hiphop.00022.pt,hiphop
428,5_hiphop.00068.pt,hiphop
429,4_hiphop.00046.pt,hiphop
430,6_hiphop.00092.pt,hiphop
431,5_hiphop.00067.pt,hiphop
432,4_hiphop.00030.pt,hiphop
433,2_hiphop.00093.pt,hiphop
434,9_hiphop.00010.pt,hiphop
435,0_hiphop.00086.pt,hiphop
436,5_hiphop.00057.pt,hiphop
437,8_hiphop.00030.pt,hiphop
438,6_hiphop.00018.pt,hiphop
439,9_hiphop.00068.pt,hiphop
440,6_hiphop.00091.pt,hiphop
441,4_hiphop.00074.pt,hiphop
442,3_hiphop.00058.pt,hiphop
443,1_hiphop.00085.pt,hiphop
444,1_hiphop.00094.pt,hiphop
445,9_hiphop.00071.pt,hiphop
446,2_hiphop.00052.pt,hiphop
447,9_hiphop.00004.pt,hiphop
448,4_hiphop.00099.pt,hiphop
449,8_hiphop.00035.pt,hiphop
450,2_hiphop.00039.pt,hiphop
451,4_hiphop.00083.pt,hiphop
452,6_hiphop.00014.pt,hiphop
453,5_hiphop.00026.pt,hiphop
454,1_hiphop.00097.pt,hiphop
455,4_hiphop.00022.pt,hiphop
456,9_hiphop.00008.pt,hiphop
457,0_hiphop.00098.pt,hiphop
458,7_hiphop.00038.pt,hiphop
459,8_hiphop.00043.pt,hiphop
460,7_hiphop.00009.pt,hiphop
461,0_hiphop.00002.pt,hiphop
462,4_hiphop.00073.pt,hiphop
463,5_hiphop.00012.pt,hiphop
464,0_hiphop.00018.pt,hiphop
465,1_hiphop.00060.pt,hiphop
466,6_hiphop.00098.pt,hiphop
467,6_hiphop.00028.pt,hiphop
468,6_hiphop.00095.pt,hiphop
469,7_hiphop.00093.pt,hiphop
470,1_hiphop.00092.pt,hiphop
471,6_hiphop.00046.pt,hiphop
472,2_hiphop.00082.pt,hiphop
473,9_hiphop.00024.pt,hiphop
474,1_hiphop.00088.pt,hiphop
475,6_hiphop.00010.pt,hiphop
476,0_hiphop.00036.pt,hiphop
477,9_hiphop.00081.pt,hiphop
478,7_hiphop.00082.pt,hiphop
479,4_hiphop.00047.pt,hiphop
480,6_hiphop.00051.pt,hiphop
481,6_hiphop.00009.pt,hiphop
482,4_hiphop.00065.pt,hiphop
483,0_hiphop.00083.pt,hiphop
484,3_hiphop.00053.pt,hiphop
485,4_hiphop.00098.pt,hiphop
486,9_hiphop.00078.pt,hiphop
487,2_hiphop.00017.pt,hiphop
488,0_hiphop.00069.pt,hiphop
489,6_hiphop.00032.pt,hiphop
490,7_hiphop.00053.pt,hiphop
491,5_hiphop.00027.pt,hiphop
492,2_hiphop.00065.pt,hiphop
493,3_hiphop.00021.pt,hiphop
494,0_hiphop.00073.pt,hiphop
495,9_hiphop.00075.pt,hiphop
496,9_hiphop.00055.pt,hiphop
497,2_hiphop.00026.pt,hiphop
498,5_hiphop.00023.pt,hiphop
499,8_hiphop.00092.pt,hiphop
500,9_hiphop.00066.pt,hiphop
501,0_hiphop.00005.pt,hiphop
502,9_hiphop.00045.pt,hiphop
503,1_hiphop.00038.pt,hiphop
504,6_hiphop.00021.pt,hiphop
505,6_hiphop.00024.pt,hiphop
506,2_hiphop.00022.pt,hiphop
507,7_hiphop.00020.pt,hiphop
508,7_hiphop.00069.pt,hiphop
509,3_hiphop.00052.pt,hiphop
510,7_hiphop.00033.pt,hiphop
511,3_hiphop.00067.pt,hiphop
512,8_hiphop.00071.pt,hiphop
513,4_hiphop.00013.pt,hiphop
514,0_hiphop.00072.pt,hiphop
515,3_hiphop.00032.pt,hiphop
516,3_hiphop.00036.pt,hiphop
517,1_hiphop.00093.pt,hiphop
518,6_hiphop.00066.pt,hiphop
519,4_hiphop.00067.pt,hiphop
520,5_hiphop.00049.pt,hiphop
521,0_hiphop.00059.pt,hiphop
522,5_hiphop.00065.pt,hiphop
523,4_hiphop.00025.pt,hiphop
524,4_hiphop.00093.pt,hiphop
525,5_hiphop.00094.pt,hiphop
526,6_hiphop.00035.pt,hiphop
527,2_hiphop.00051.pt,hiphop
528,3_hiphop.00065.pt,hiphop
529,7_hiphop.00078.pt,hiphop
530,1_hiphop.00039.pt,hiphop
531,3_hiphop.00070.pt,hiphop
532,9_hiphop.00058.pt,hiphop
533,9_hiphop.00020.pt,hiphop
534,4_hiphop.00078.pt,hiphop
535,0_hiphop.00006.pt,hiphop
536,9_hiphop.00053.pt,hiphop
537,1_hiphop.00026.pt,hiphop
538,5_hiphop.00001.pt,hiphop
539,0_hiphop.00030.pt,hiphop
540,0_hiphop.00013.pt,hiphop
541,8_hiphop.00073.pt,hiphop
542,5_hiphop.00052.pt,hiphop
543,2_hiphop.00097.pt,hiphop
544,3_hiphop.00054.pt,hiphop
545,3_hiphop.00059.pt,hiphop
546,5_hiphop.00020.pt,hiphop
547,4_hiphop.00052.pt,hiphop
548,2_hiphop.00013.pt,hiphop
549,9_hiphop.00047.pt,hiphop
550,2_hiphop.00048.pt,hiphop
551,6_hiphop.00006.pt,hiphop
552,5_hiphop.00036.pt,hiphop
553,4_hiphop.00010.pt,hiphop
554,9_hiphop.00021.pt,hiphop
555,9_hiphop.00038.pt,hiphop
556,0_hiphop.00045.pt,hiphop
557,9_hiphop.00000.pt,hiphop
558,9_hiphop.00039.pt,hiphop
559,0_hiphop.00088.pt,hiphop
560,2_hiphop.00058.pt,hiphop
561,6_hiphop.00087.pt,hiphop
562,9_hiphop.00087.pt,hiphop
563,1_hiphop.00051.pt,hiphop
564,2_hiphop.00036.pt,hiphop
565,0_hiphop.00090.pt,hiphop
566,6_hiphop.00054.pt,hiphop
567,8_hiphop.00025.pt,hiphop
568,0_hiphop.00052.pt,hiphop
569,4_hiphop.00002.pt,hiphop
570,8_hiphop.00094.pt,hiphop
571,0_hiphop.00020.pt,hiphop
572,7_hiphop.00084.pt,hiphop
573,6_hiphop.00075.pt,hiphop
574,5_hiphop.00046.pt,hiphop
575,0_hiphop.00068.pt,hiphop
576,9_hiphop.00018.pt,hiphop
577,9_hiphop.00052.pt,hiphop
578,7_hiphop.00048.pt,hiphop
579,8_hiphop.00054.pt,hiphop
580,2_hiphop.00089.pt,hiphop
581,2_hiphop.00074.pt,hiphop
582,3_hiphop.00009.pt,hiphop
583,4_hiphop.00039.pt,hiphop
584,6_hiphop.00068.pt,hiphop
585,9_hiphop.00063.pt,hiphop
586,0_hiphop.00081.pt,hiphop
587,6_hiphop.00004.pt,hiphop
588,1_hiphop.00045.pt,hiphop
589,9_hiphop.00011.pt,hiphop
590,3_hiphop.00071.pt,hiphop
591,8_hiphop.00097.pt,hiphop
592,6_hiphop.00043.pt,hiphop
593,8_hiphop.00087.pt,hiphop
594,2_hiphop.00066.pt,hiphop
595,6_hiphop.00013.pt,hiphop
596,9_hiphop.00043.pt,hiphop
597,8_hiphop.00050.pt,hiphop
598,6_hiphop.00084.pt,hiphop
599,1_hiphop.00073.pt,hiphop
600,1_hiphop.00027.pt,hiphop
601,8_hiphop.00093.pt,hiphop
602,2_hiphop.00029.pt,hiphop
603,3_hiphop.00080.pt,hiphop
604,6_hiphop.00008.pt,hiphop
605,0_hiphop.00091.pt,hiphop
606,2_hiphop.00004.pt,hiphop
607,3_hiphop.00004.pt,hiphop
608,3_hiphop.00073.pt,hiphop
609,3_hiphop.00002.pt,hiphop
610,2_hiphop.00014.pt,hiphop
611,4_hiphop.00085.pt,hiphop
612,4_hiphop.00095.pt,hiphop
613,1_hiphop.00030.pt,hiphop
614,3_hiphop.00035.pt,hiphop
615,2_hiphop.00015.pt,hiphop
616,7_hiphop.00027.pt,hiphop
617,8_hiphop.00026.pt,hiphop
618,7_hiphop.00007.pt,hiphop
619,9_hiphop.00028.pt,hiphop
620,6_hiphop.00060.pt,hiphop
621,6_hiphop.00069.pt,hiphop
622,6_hiphop.00078.pt,hiphop
623,2_hiphop.00056.pt,hiphop
624,7_hiphop.00028.pt,hiphop
625,2_hiphop.00010.pt,hiphop
626,4_hiphop.00029.pt,hiphop
627,3_hiphop.00048.pt,hiphop
628,2_hiphop.00077.pt,hiphop
629,6_hiphop.00082.pt,hiphop
630,4_hiphop.00032.pt,hiphop
631,1_hiphop.00063.pt,hiphop
632,9_hiphop.00077.pt,hiphop
633,4_hiphop.00043.pt,hiphop
634,8_hiphop.00001.pt,hiphop
635,8_hiphop.00015.pt,hiphop
636,5_hiphop.00014.pt,hiphop
637,4_hiphop.00055.pt,hiphop
638,0_hiphop.00044.pt,hiphop
639,5_hiphop.00080.pt,hiphop
640,4_hiphop.00084.pt,hiphop
641,3_hiphop.00017.pt,hiphop
642,3_hiphop.00057.pt,hiphop
643,1_hiphop.00053.pt,hiphop
644,6_hiphop.00048.pt,hiphop
645,7_hiphop.00008.pt,hiphop
646,1_hiphop.00002.pt,hiphop
647,0_hiphop.00056.pt,hiphop
648,0_hiphop.00008.pt,hiphop
649,8_hiphop.00018.pt,hiphop
650,9_hiphop.00017.pt,hiphop
651,8_hiphop.00004.pt,hiphop
652,8_hiphop.00088.pt,hiphop
653,3_hiphop.00001.pt,hiphop
654,0_hiphop.00038.pt,hiphop
655,3_hiphop.00081.pt,hiphop
656,9_hiphop.00074.pt,hiphop
657,3_hiphop.00079.pt,hiphop
658,5_hiphop.00082.pt,hiphop
659,4_hiphop.00068.pt,hiphop
660,0_hiphop.00074.pt,hiphop
661,4_hiphop.00011.pt,hiphop
662,4_hiphop.00008.pt,hiphop
663,9_hiphop.00095.pt,hiphop
664,0_hiphop.00082.pt,hiphop
665,4_hiphop.00087.pt,hiphop
666,6_hiphop.00073.pt,hiphop
667,3_hiphop.00061.pt,hiphop
668,6_hiphop.00040.pt,hiphop
669,5_hiphop.00097.pt,hiphop
670,1_hiphop.00032.pt,hiphop
671,2_hiphop.00038.pt,hiphop
672,2_hiphop.00068.pt,hiphop
673,2_hiphop.00088.pt,hiphop
674,6_hiphop.00029.pt,hiphop
675,1_hiphop.00014.pt,hiphop
676,1_hiphop.00012.pt,hiphop
677,4_hiphop.00079.pt,hiphop
678,4_hiphop.00048.pt,hiphop
679,8_hiphop.00010.pt,hiphop
680,8_hiphop.00029.pt,hiphop
681,3_hiphop.00082.pt,hiphop
682,0_hiphop.00079.pt,hiphop
683,7_hiphop.00059.pt,hiphop
684,8_hiphop.00091.pt,hiphop
685,6_hiphop.00077.pt,hiphop
686,3_hiphop.00039.pt,hiphop
687,2_hiphop.00011.pt,hiphop
688,4_hiphop.00007.pt,hiphop
689,9_hiphop.00048.pt,hiphop
690,3_hiphop.00040.pt,hiphop
691,2_hiphop.00099.pt,hiphop
692,4_hiphop.00092.pt,hiphop
693,5_hiphop.00043.pt,hiphop
694,3_hiphop.00044.pt,hiphop
695,8_hiphop.00075.pt,hiphop
696,2_hiphop.00054.pt,hiphop
697,3_hiphop.00000.pt,hiphop
698,2_hiphop.00006.pt,hiphop
